Huvudrubrik,Avsnitt,KVÅ-kod,Titel/Kodtext,Beskrivningstext
Behandling/Åtgärdande,Stöd och träning i att kommunicera,QL000,Stöd och träning i att kommunicera,"Stöd, träning och/eller övervakning av kommunikation genom språk, tecken, symboler, att ta emot och förmedla budskap, att genomföra samtal och att använda olika kommunikationsmetoder och kommunikationshjälpmedel. Övergripande kod inom avsnittet ICF d310 - d399"
Behandling/Åtgärdande,Behandling relaterad till förflyttning,QM004,Kroppsplacering,Medveten placering av individ eller kroppsdel för att främja fysiskt och/eller psykologiskt välbefinnande t.ex. i rullstol. ICF d415
Behandling/Åtgärdande,Behandling relaterad till förflyttning,QM005,Träning i att ändra kroppsställning ,"Träning i att inta och ändra kroppsställning (inkluderar kroppshållning) från olika utgångsställningar såsom liggande, sittande eller stående. ICF d410. Utesluter QM007 Träning i att bibehålla en kroppsställning och överflyttning"
Behandling/Åtgärdande,Behandling relaterad till förflyttning,QM006,Övervakning av kroppsställning,"Övervakning av bibehållande av kroppsplacering utifrån särskilda behov. T. ex. kroppsposition vid ätande, vid sväljningssvårigheter, vid andningssvårigheter, förlamningstillstånd. ICF d415"
Behandling/Åtgärdande,Behandling relaterad till förflyttning,QM007,Träning i att bibehålla en kroppsställning och överflyttning ,"Träning i att bibehålla samma kroppsställning (inkluderar kroppshållning) såsom förbli liggande, sittande eller stående samt att göra en överflyttning utan att ändra kroppsställning såsom att glida längs en bänk. ICF d415, d420. Utesluter QM005 Träning i att ändra kroppsställning"
Behandling/Åtgärdande,Behandling relaterad till förflyttning,QM009,Assistans vid ändring och bibehållande av kroppsställning samt överflyttning ,"Assistans i att inta och ändra kroppsställning, att bibehålla en kroppsställning samt vid överflyttning från en yta till en annan utan att ändra kroppsställning, där individen behöver hjälp med alla eller en del moment i proceduren. ICF d410 - d420"
Behandling/Åtgärdande,Behandling relaterad till förflyttning,QM011,"Träning i att lyfta, bära och flytta föremål","Träning i att lyfta upp ett föremål eller ta något från en plats till en annan såsom att lyfta en kopp eller bära ett barn från ett rum till ett annat, att flytta föremål med benen såsom att sparka boll eller trampa på cykelpedaler. ICF d430"
Behandling/Åtgärdande,Behandling relaterad till förflyttning,QM013,Träning av finmotorik,"Träning av koordinerade handlingar som krävs för att hantera föremål, plocka upp, behandla och släppa dem t.ex. plocka upp ett mynt från ett bord. ICF d440"
Behandling/Åtgärdande,Behandling relaterad till förflyttning,QM014,Träning i att använda hand och arm,Träning av koordinerade handlingar som krävs för att flytta föremål eller hantera dem genom att använda händer och armar t.ex. att kasta eller fånga ett föremål. ICF d445
Behandling/Åtgärdande,Behandling relaterad till förflyttning,QM015,Gångträning,"Träning i att förflytta sig till fots, steg för steg, att promenera, gå framlänges, baklänges eller i sidled, kortare eller längre sträckor, inomhus eller utomhus, att gå på olika underlag samt runt hinder av olika slag. Innefattar träning av gångmönster, protesträning, gåskola. ICF d450, b770"
Behandling/Åtgärdande,Behandling relaterad till förflyttning,QM016,Trappträning,Träning i att gå uppför och nedför i trappa. ICF d451
Behandling/Åtgärdande,Behandling relaterad till förflyttning,QM017,Träning i att röra sig på olika sätt,"Träning i att krypa, springa, hoppa och att röra sig på olika sätt. ICF d455"
Behandling/Åtgärdande,Behandling relaterad till förflyttning,QM018,Träning i att röra sig omkring på olika platser,"Träning i att stiga på ett tåg, buss eller liknande samt röra sig på olika platser"
Behandling/Åtgärdande,Behandling relaterad till förflyttning,QM020,Träning i att använda transportmedel,"Träning i att som passagerare förflytta sig såsom att bli körd i bil, buss, spårvagn, tåg. ICF d470"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN002,Assistans vid personlig vård ,"Assistans vid personlig vård där individen behöver hjälp med alla eller en del moment i proceduren som innefattar att med lämpliga metoder och material tvätta och torka sig, ta hand om sin kropp och kroppsdelar, klä sig, äta och dricka och sköta sin egen hälsa. ICF d510 - d570"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN004,Träning i att tvätta sig,Träning i att tvätta och torka delar av eller hela kroppen med lämpliga metoder och material. Innefattar att bada eller duscha. ICF d510
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN005,Assistans vid tvättning,Assistans vid tvättning där individen behöver hjälp med alla eller en del moment i proceduren. ICF d510
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN007,Träning i kroppsvård,"Träning i att utföra hudvård, tandvård, hårvård, rakning, manikyr och pedikyr. Innefattar att kamma sig, ordna frisyr och att klippa sig. ICF d520"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN008,Assistans vid kroppsvård,"Assistans vid hudvård, tandvård, hårvård, manikyr, pedikyr, rakning där individen behöver hjälp med alla eller en del moment i proceduren. Innefattar hjälp med att kamma sig och ordna frisyr. ICF d520"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN010,Träning i munvård,Träning i att borsta tänder och hålla munnen ren. ICF d520
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN011,Assistans vid munvård,Assistans vid munhygien där individen behöver hjälp med alla eller en del moment i proceduren. ICF d520
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN012,Fullständigt utförande av munvård,Fullständigt utförande av munhygien där individen behöver hjälp med alla eller en del moment i proceduren. ICF d520
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN013,Träning i att sköta sina toalettbehov,"Träning i att kontrollera och sköta urinering, avföring och sköta menstruation, komma till lämplig plats och ställning samt hantering av kläder. Träning i att genomföra regelbundna toalettbesök och dubbeltömning av blåsa, samt att välja lämplig sittställning, rengöra sig själv efteråt och sköta eventuell urinkateter. ICF d530"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN016,Träning av på- och avklädning ,Träning av på- och avklädning av kläder och skor samt val av lämplig klädsel. ICF d540
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN017,Assistans vid på- och avklädning,Handräckning och assistans vid på- och avklädning där individen behöver hjälp med alla eller en del moment i proceduren. ICF d540
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN019,Träning i att äta och dricka,"Träning av att kunna genomföra samordnade handlingar såsom att skära eller bryta maten i bitar, öppna flaskor och burkar, blanda dryck, använda bestick samt att föra mat och dryck till munnen och att äta och dricka på ett kulturellt accepterat sätt. ICF d550, d560"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN020,Assistans vid födointag,"Assistera vid födointag genom att t.ex. sönderdela mat, dimensionera portioner, organisera upplägg på tallrik där individen själv genomför en del moment i proceduren. Ätstödjande åtgärd. ICF d550, d560"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN021,Övervakning vid födointag,"Övervakning av genomförandet av samordnade handlingar såsom att skära eller bryta maten i bitar, öppna flaskor och burkar, blanda dryck, använda bestick samt att föra mat och dryck till munnen och att äta och dricka på ett kulturellt accepterat sätt. ICF d550, d560"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN022,Matning,"Föra mat och dryck till munnen, kontrollera intaget av födan och att maten tuggas och sväljs. Ätstödjande åtgärd. ICF d550, d560"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN024,Övervakning av vätskeintag,"Övervakning av genomförandet av samordnade handlingar så som att öppna flaskor och burkar, blanda dryck föra dryck till munnen och dricka på ett kulturellt accepterat sätt. ICF d560"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN025,Träning i att sköta sin egen hälsa,"Träning i att kunna tillförsäkra sig fysiskt och psykiskt välbefinnande, såsom att upprätthålla lämplig kost och nivå av fysisk aktivitet samt undvika hälsorisker. Innefattar: egenvård, att söka professionell hjälp och att följa medicinska ordinationer och andra hälsoråd och träningsprogram. Att ta mediciner. ICF d570
"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN027,Assistans i att sköta sin egen hälsa ,"Assistera i att sköta sin egen hälsa, där individen behöver hjälp med alla eller en del moment i proceduren för att kunna tillförsäkra sig fysiskt och psykiskt välbefinnande, såsom att upprätthålla lämplig kost och nivå av fysisk aktivitet samt undvika hälsorisker. Innefattar: Assistans gällande egenvård, att söka professionell hjälp och att följa medicinska ordinationer och andra hälsoråd och träningsprogram. Assistans i att ta mediciner. ICF d570"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN028,Assistans vid att sköta toalettbehov,"Handräckning och assistans för att kontrollera och sköta urinering, avföring och sköta menstruation, komma till lämplig plats och ställning samt hantering av kläder. Assistans till regelbundna toalettbesök och dubbeltömning av blåsa, samt att välja lämplig sittställning, rengöra sig själv efteråt och sköta eventuell urinkateter. ICF d530"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QN030,Rådgivning och information om munhälsa,"Rådgivande samtal och information om munhälsa, exempelvis om att sköta tänder, eventuell protes och munnen, samt riskfaktorer såsom tobaksbruk, matvanor och muntorrhet. ICF d5708A"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QV001,Information/undervisning om hälsa-ohälsa,"Information, undervisning, rådgivning eller handledning i syfte att öka individens kunskap, färdighet, förståelse, motivation, handlingsberedskap och verklighetsförankring som förutsättningar för att sköta sin egen hälsa. Innefattar primär prevention, patientskolor. ICF d570"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QV002,Information/undervisning om hälsoproblem,"Information och undervisning om sjukdom, skador och funktionshinder och deras behandling. Innefattar sekundär prevention. ICF d570"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QV003,Information/undervisning om egenvårdsprogram,Information och undervisning i egenvård/egenbehandling. ICF d570
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QV004,Information/undervisning om undersökningar och behandlingar,Information och undervisning om undersökningar och behandlingar. ICF d570
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QV005,Information/undervisning om kostfrågor,Information om kost i relation till kroppens behov och hälsa/ohälsa/sjukdom. ICF d570
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QV006,Information/undervisning om medicinering,Information och undervisning om användning av läkemedel inklusive beskrivning av dess effekter. ICF d570
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QV007,Information/undervisning om smärta,"Muntlig och skriftlig information och undervisning om smärtfysiologi och behandling av smärta, inklusive egenvård. ICF d570"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QV008,Information/undervisning om sexualitet,Muntlig och skriftlig sexualupplysning inklusive information och undervisning om preventivmedel. ICF d570
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QV010,Information/undervisning om ergonomi,"Instruktioner och/eller uppföljning av arbetsteknik, arbetsställningar, avlastning"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QV011,Träningsprogram ,"Utprovning, utförande, genomgång och uppföljning av olika typer av träningsprogram"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QV012,Gruppträning ,"Träning, information, undervisning med utnyttjande av gruppdynamik t.ex. ryggympa"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QX001,Prevention av smittsamma sjukdomar,Åtgärder mot en grupp i samhället i syfte att minska eller hantera incidens och prevalens av smittsamma sjukdomar i populationen
Behandling/Åtgärdande,Behandling relaterad till personlig vård,QX002,Minskning av risken för att en individ skadar sig själv,Hjälpa individen att minska eller utesluta beteenden som skadar den egna kroppen
Behandling/Åtgärdande,Behandling relaterad till personlig vård,DV111,Enkla råd om tobaksbruk,"Information och korta, generella råd om tobaksbruk"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,DV112,Rådgivande samtal om tobaksbruk,"Rådgivande dialog om tobaksbruk anpassad till patientens hälsa, risknivå och andra förutsättningar"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,DV121,Enkla råd om alkoholvanor,"Information och korta, generella råd om alkoholvanor"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,DV122,Rådgivande samtal om alkoholvanor,"Rådgivande dialog om alkoholvanor anpassad till patientens hälsa, risknivå och andra förutsättningar"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,DV131,Enkla råd om fysisk aktivitet,"Information och korta, generella råd om fysisk aktivitet"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,DV132,Rådgivande samtal om fysisk aktivitet,"Rådgivande dialog om fysisk aktivitet anpassad till patientens hälsa, risknivå och andra förutsättningar. Samtalet kan också kompletteras med åtgärden FaR (fysisk aktivitet på recept) (DV200)"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,DV133,Kvalificerat rådgivande samtal om fysisk aktivitet,"Rådgivande dialog om fysisk aktivitet anpassad till patientens hälsa, risknivå och andra förutsättningar som utförs i enlighet med en beteendevetenskaplig metod som är teoribaserad och/eller strukturerad. Samtalet kan också kompletteras med åtgärden FaR (fysisk aktivitet på recept)(DV200)"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,DV141,Enkla råd om matvanor,"Information och korta, generella råd och rekommendationer om matvanor"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,DV142,Rådgivande samtal om matvanor,"Rådgivande dialog om matvanor anpassad till patientens hälsa, risknivå och andra förutsättningar"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,DV143,Kvalificerat rådgivande samtal om matvanor,"Rådgivande dialog om matvanor anpassad till patientens hälsa, risknivå och andra förutsättningar som utförs i enlighet med en beteendevetenskaplig metod som är teoribaserad och/eller strukturerad"
Behandling/Åtgärdande,Behandling relaterad till personlig vård,DV200,Utfärdande av recept på fysisk aktivitet (FaR),"Utfärdande av andra recept, se XV008"
Behandling/Åtgärdande,Stöd och träning i hemliv,QP001,Stöd vid införskaffandet av egen bostad,"Ge råd och stöd vid köp, förhyrning, möblering av ett hus, lägenhet eller annan bostad. ICF d610"
Behandling/Åtgärdande,Stöd och träning i hemliv,QP002,Träning i att skaffa förnödenheter,"Träning i att välja, anskaffa och transportera alla varor och tjänster som krävs för det dagliga livet. ICF d620"
Behandling/Åtgärdande,Stöd och träning i hemliv,QP003,Assistans med att skaffa förnödenheter,"Assistans i att välja, anskaffa och transportera alla varor och tjänster som krävs för det dagliga livet såsom mat, dryck, kläder, rengöringsmaterial, bränsle, hushållsartiklar, husgeråd, kokkärl, hushållsredskap och verktyg samt att anskaffa nyttoföremål och andra hushållstjänster där individen själv genomför en del moment i proceduren. ICF d620"
Behandling/Åtgärdande,Stöd och träning i hemliv,QP004,Träning i inköp av dagligvaror,"Träning i att planera större eller mindre inköp, att ta sig till eller från affären, att välja och ta varor, betala och frakta hem varorna. ICF d620"
Behandling/Åtgärdande,Stöd och träning i hemliv,QP005,Träning i hushållsgöromål,"Träning i att planera, organisera, laga och servera enkla eller sammansatta måltider, att hålla rent i hemmet, att rengöra kök och köksredskap, städa bostaden, förvara dagliga förnödenheter och på lämpligt sätt ta hand om avfall, samla ihop, tvätta, torka, vika och stryka kläder samt putsa skor, att till olika sysslor använda lämpliga hushållsapparater. ICF d630 - d649"
Behandling/Åtgärdande,Stöd och träning i hemliv,QP008,Matlagningsträning,"Träning i att planera, organisera, laga och servera måltider till sig själv och andra. Innefattar att göra upp en matsedel, välja ut lämpliga varor och drycker och samla ihop och bereda ingredienser till varm eller kall mat. ICF d630, d6403. Utesluter: Träning i att diska och städa upp efter matlagning som ingår i QP010 Träning i att städa bostaden. "
Behandling/Åtgärdande,Stöd och träning i hemliv,QP009,Träning i att tvätta,"Träning i att tvätta kläder för hand eller i tvättmaskin och på lämpligt sätt torka dessa och efterbehandla tvätten. Innefattar att samla ihop, sortera, tvätta, på lämpligt sätt torka och efterbereda tvätten. Innefattar även att kunna använda hushållsapparater samt att transportera sig själv och tvätten till och från avsett utrymme. ICF d6400, d6408A"
Behandling/Åtgärdande,Stöd och träning i hemliv,QP010,Träning i att städa bostaden,"Träning i att städa hemmet såsom att plocka upp, dammsuga, damma, sopa, skura, torka av golv, tvätta fönster och väggar, rengöra badrum och toaletter och att rengöra hemmets inventarier samt att diska och städa upp efter matlagning. ICF d6401, d6402, d6403"
Behandling/Åtgärdande,Stöd och träning i hemliv,QP011,Träning i att ta hand om hemmets föremål,Träning i att underhålla och laga hushållsföremål och andra personliga föremål innefattande bostaden och dess inventarier. Innefattar trädgårdsarbete och hobbyodling. ICF d650
Behandling/Åtgärdande,Stöd och träning i att samspela med andra,QQ001,Stöd av närståendes delaktighet i vården,Stöd av närståendes delaktighet i beslut och genomförande av både fysisk och psykosocial vård. ICF d720
Behandling/Åtgärdande,Stöd och träning i att samspela med andra,QQ003,Stöd och/eller träning av formella relationer,"Stöd och/eller träning i att skapa och bibehålla specifika relationer i formella sammanhang såsom med arbetsgivare, yrkesutövande eller servicegivare. ICF d740"
Behandling/Åtgärdande,Stöd och träning i att samspela med andra,QQ004,Stöd och/eller träning av informella sociala relationer,"Stöd och/eller träning i att ha relationer med andra såsom otvungna relationer med människor som bor på samma ort eller med medarbetare, elever, lekkamrater och människor med likartad bakgrund eller yrke. ICF d750"
Behandling/Åtgärdande,Stöd och träning i att samspela med andra,QQ005,Stöd och/eller träning av familjerelationer,"Stöd och/eller träning i att skapa och bibehålla släktskapsrelationer såsom med medlemmar av kärnfamilj, utvidgad familj, foster-, adoptiv- och styvfamilj, mer avlägsna relationer. ICF d760"
Behandling/Åtgärdande,"Stöd och träning relaterat till utbildning, arbete, sysselsättning och ekonomiskt liv",QR002,Rådgivning vid arbete och sysselsättning,"Rådgivning och träning av uppgifter och handlingar som krävs för att förbereda sig för en anställning (lärlingskap), betald och obetald sysselsättning samt för att skaffa, bibehålla och sluta ett arbete. ICF d840 - d859"
Behandling/Åtgärdande,"Stöd och träning relaterat till utbildning, arbete, sysselsättning och ekonomiskt liv",QR003,Träning av arbetsförmåga,"Träning i att engagera sig i alla aspekter av ett betalt eller obetalt arbete inklusive organiserad sysselsättning, att planera och utföra förväntade arbetsuppgifter ensam eller i grupp samt närvara fastställd tid. ICF d850, d855"
Behandling/Åtgärdande,"Stöd och träning relaterat till utbildning, arbete, sysselsättning och ekonomiskt liv",QR004,Träning i att sköta sin ekonomi,"Träning i att använda pengar för att köpa varor och tjänster eller att spara pengar, innefattar utbyte av kapital eller egendom och skapande av ekonomisk vinst eller värde, att ha kontroll över ekonomiska resurser, försäkra sig om ekonomisk trygghet för nuvarande och framtida behov. ICF d860 - d879"
Behandling/Åtgärdande,Stöd och/eller träning i socialt och medborgerligt liv,QS001,Social träning i samhället,"Träning av den sociala förmågan genom ett engagemang i olika former av samhällsgemenskap såsom i informella, formella och ceremoniella sammanslutningar t.ex. engagemang i bostadsrättsföreningar, yrkesföreningar och i olika icke religiösa riter. ICF d910"
Behandling/Åtgärdande,Stöd och/eller träning i socialt och medborgerligt liv,QS002,Stöd och/eller träning av fritidssysselsättning,"Stöd och/eller träning i att kunna utföra och vara engagerad i lek, spel, sport konst, kultur, hobbies, resor och umgänge, t.ex. fysisk träning, nöjen, bio, teater, konstutställning, eget utövande av konsthantverk eller handarbete, att spela musikinstrument. ICF d920. Utesluter: religion och andlighet, politiskt liv och medborgarskap, betald och obetald sysselsättning"
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,QT001,Riskreducering för immunologisk reaktion,Anpassning av miljö och mat för att reducera risk för överkänslighetsreaktion. ICF e110
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,QT003,Anpassning av produkter och teknik i det dagliga livet ,"Anpassa, flytta om, ställa undan, produkter, inventarier och möbler för att möjliggöra eller underlätta att aktiviteter i det dagliga livet kan utföras på ett säkert sätt. ICF e115"
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,QT004,Utprovning och/eller tillverkning av ortos,"Justering/anpassning av ortos samt administrativa rutiner i samband med utprovning/tillverkning. ICF e115. Utesluter: Kompressionsbehandling med strumpor eller lindning, se DP005; Utprovning och underhåll av ortopedtekniska hjälpmedel, se GA017. "
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,QT006,Träning i att använda hjälpmedel,"Träning i att använda hjälpmedel som används i det dagliga livet, för förflyttning och transport, kommunikation, utbildning, arbete, sysselsättning och för kultur, rekreation och sport (åtgärden ingår i förskrivningsprocessen). ICF e115 - e145. Utesluter: Träning i att använda produkter och teknik (exklusive förskrivet hjälpmedel), se QT018; Uppföljning av hjälpmedelsförskrivning, se PT017"
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,QT007,Hjälpmedelsrådgivning,"Ge allmänna råd om lämpligt hjälpmedel samt dess användning. Avser rådgivning för hjälpmedel innan det är aktuellt med utprovning och förskrivning eller för hjälpmedel som ej förskrivs. ICF e115 - e135, e140, e145"
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,QT008,Anpassning av allmän plats,"Ge förslag på anpassning, utformning av produkter och teknik i en allmän miljö. ICF e150"
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,QT009,Anpassning av boende/hemmiljö,"Ge förslag till anpassning, utformning av produkter och teknik i hemmiljön. ICF e155"
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,QT010,Anpassning av den fysiska miljön,"Anpassning fysisk miljö med tanke på ljusförhållanden, ljudförhållanden, förekomst av vibrationer, luftkvalitet. ICF e240, e250, e260"
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,QT011,Stöd till anhörigvårdare,"Åtgärder för att stärka en person i sin roll som anhörigvårdare, såsom samtal för att ge information, råd eller stöd om t.ex. förhållningssätt. ICF e310. Utesluter: Rådgivning till närstående, se QT016. "
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,QT013,Påverkan av attityder i omgivningen,Information/utbildning och påverkan av attityder i individers omgivning och dess inverkan på individers möjlighet till aktivitet och delaktighet som att kunna ha ett socialt liv. ICF e410 - e465
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,QT016,Rådgivning till närstående,"Samtal med närstående för att ge information, råd eller stöd om t.ex. förhållningssätt. ICF e310. Utesluter: Information och undervisning riktad till närstående, se GB010; Information och undervisning UNS, se GB002; Samtal med minderårig vars förälder är patient om den minderårigas situation och behov, se DU057; Samtal med vuxen patient och berörd minderårig om barnets situation och behov, se DU056; Samtal med vuxen patient om minderårigs behov och möjlighet till stöd, se DU055; Stöd till anhörigvårdare, se QT011; Åtgärder riktade till personligt stöd i omgivningen, se QT020"
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,QT018,Träning i att använda produkter och teknik (exklusive hjälpmedel),"Träning i att använda produkter och teknik – i dagliga livet, för förflyttning och transport, kommunikation och för användning i utbildning, arbete, sysselsättning och vid aktiviteter relaterade till kultur, rekreation och sport – som inte är ett förskrivet hjälpmedel. ICF e115 - e145"
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,QT019,Anpassning av tidigare förskrivet hjälpmedel,"Åtgärd där tidigare förskrivet hjälpmedel anpassas och som inte innebär en ny förskrivning. ICF e115 - e145. Utesluter: Utprovning och förskrivning av övriga hjälpmedel (exklusive rullstol), se GA025. Uppföljning av hjälpmedelsförskrivning, se PT017; Utprovning och förskrivning av rullstol, se GA023. "
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,QT020,Åtgärder riktade till personligt stöd i omgivningen,"Information/utbildning, rådgivning och stöd till personer i omgivningen som ger fysiskt eller emotionellt stöd ex familj, vänner, kollegor, arbetsgivare, god man, personal inom vård och omsorg, andra yrkesutövare. ICF e310-e399. Utesluter: Stöd till anhörigvårdare, se QT011"
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,DV025,Förskrivning av livsmedel för speciella medicinska ändamål,"Livsmedel för speciella medicinska ändamål, Food for Special Medical Purposes (FSMP), är livsmedel för personer med olika sjukdomar eller åkommor som kräver speciell kost. Exempel på FSMP är sondnäring, kosttillägg och livsmedel för personer med rubbningar i ämnesomsättningen"
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,GA002,Extra tillsyn,Observation av patienten i syfte att vid behov kunna ingripa om fara för patientens eller annans liv eller hälsa uppstår. Se även XV014
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,GA017,Utprovning och underhåll av ortopedtekniska hjälpmedel,-
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,GA023,Utprovning och förskrivning av rullstol,"Informera, instruera, prova ut, anpassa och välja lämplig rullstol inklusive tillbehör såsom dyna, armstöd etc. vid samtidig förskrivning (åtgärden ingår i förskrivningsprocessen). ICF e120. Utesluter: Träning i att använda hjälpmedel, se QT006; Uppföljning av hjälpmedelsförskrivning, se PT017; Utprovning och förskrivning av övriga hjälpmedel (exklusive rullstol), se  GA025; Koderna i intervallet GA004 - GA022; Anpassning av tidigare förskrivet hjälpmedel, se QT019"
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,GA025,Utprovning och förskrivning av övriga hjälpmedel (exklusive rullstol),"Informera, instruera, prova ut, anpassa och välja lämpligt hjälpmedel (exklusive rullstol) (åtgärden ingår i förskrivningsprocessen). Här ingår att förskriva nya tillbehör till tidigare förskriven rullstol, såsom dyna, armstöd etc. ICF e115 - e145. Utesluter: Träning i att använda hjälpmedel, se QT006; Uppföljning av hjälpmedelsförskrivning, se PT017; Utprovning och förskrivning av rullstol, se GA023; Koderna i intervallet GA004-GA022; Utprovning och förskrivning av förbrukningsmaterial, se GA029; Anpassning av tidigare förskrivet hjälpmedel, se QT019"
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,GA029,Utprovning och förskrivning av förbrukningsartiklar,"Informera, instruera, prova ut, anpassa och välja lämplig förbrukningsartikel, t.ex. inkontinensprodukter, stomiprodukter, diabetesstickor, produkter för näringstillförsel (ex. aggregat, sondsprutor). Åtgärden ingår i förskrivningsprocessen. ICF e115. Utesluter: Utprovning och förskrivning av övriga hjälpmedel (exklusive rullstol), se GA025"
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,GA031,Förskrivning av läkemedelsautomat till patient,"Förskrivning och utlämning av läkemedelsautomat (läkemedelsfördelare, läkemedelsrobot), som påminner patienten när det är dags att ta medicin, fördelar medicin och signalerar till vårdgivaren om det sker avvikelser. Här ingår inte teknik som endast doserar och påminner om medicin (och inte kan signalera till vårdgivaren)"
Behandling/Åtgärdande,Anpassning och bearbetning av omgivningsfaktorer,XV014,Ständigt närvarande personal (extravak) i 8 timmar eller mer,Ständig närvaro hos en enskild patient av särskilt avdelad personal som aldrig lämnar patienten ensam. Syftet är att förhindra att fara för patientens fysiska eller psykiska hälsa eller för annans liv uppstår. Se även GA002 Extra tillsyn.
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DT006,"Läkemedelstillförsel, konjunktival",Läkemedel kan anges genom tillägg av ATC-kod
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DT007,Läkemedelstillförsel med annat specificerat administrationssätt,Läkemedel kan anges genom tillägg av ATC-kod
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DT011,"Läkemedelstillförsel, intramuskulär",Läkemedel kan anges genom tillägg av ATC-kod
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DT016,"Läkemedelstillförsel, intravenös",Inklusive tillförsel via vaskulär injektionsport. Innefattar intravenös vätsketillförsel. Läkemedel kan anges genom tillägg av ATC-kod. Avser ej DT036 Oxytocintillförsel för igångsättning av förlossning och DT037 Oxytocintillförsel för stimulering av värkarbete
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DT017,"Läkemedelstillförsel, kutan","Kan till exempel användas vid pensling av kondylom, applikation av hudläkemedel. Läkemedel kan anges genom tillägg av ATC-kod"
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DT018,"Läkemedelstillförsel, nasal",Läkemedel kan anges genom tillägg av ATC-kod
Behandling/Åtgärdande,Behandlande åtgärder kopplade till läkemedel,DT019,"Läkemedelstillförsel, peroral",Läkemedel kan anges genom tillägg av ATC-kod
